info02,0.0,0.113636363636,98.8636363636,Qx-0:Q43-1
2017139340160,3.86363636364,5.11363636364,48.8636363636,Q6-1:Q20-8
2017139340357,3.40909090909,4.26136363636,57.3863636364,Q9-14:Q44-3
2017139340314,4.54545454545,5.28409090909,47.1590909091,Q32-4:Q23-2
2017139340144,3.18181818182,3.80681818182,61.9318181818,Q12-4:Q14-2
2017139340292,5.45454545455,5.96590909091,40.3409090909,Q1-2:Q23-2
2017139340217,5.45454545455,6.25,37.5,Q29-60:Q22-3
2017139340128,6.36363636364,6.875,31.25,Q24-1:Q16-8
2017139340063,6.13636363636,6.64772727273,33.5227272727,Q29-8:Q31-2
2017139340136,5.0,5.85227272727,41.4772727273,Q43-4:Q8-2
2017139340101,6.59090909091,7.10227272727,28.9772727273,Q5-1:Q28-2
2017139340241,6.13636363636,6.76136363636,32.3863636364,Q29-1:Q25-1
2017139340071,5.68181818182,6.42045454545,35.7954545455,Q19-2:Q24-2
2017139340039,4.77272727273,5.625,43.75,Q29-3:Q26-2
2017139340250,2.04545454545,3.23863636364,67.6136363636,Q6-1:Q44-9
2017139340306,5.90909090909,6.36363636364,36.3636363636,Q44-4:Q14-1
2017139340268,3.40909090909,4.375,56.25,Q31-11:Q30-11
2017139340373,7.27272727273,7.67045454545,23.2954545455,Q29-1:Q30-2
2017139340349,3.40909090909,4.31818181818,56.8181818182,Q8-5:Q16-2
2017139340187,4.77272727273,5.34090909091,46.5909090909,Q44-13:Q39-3
2017139340365,5.22727272727,5.79545454545,42.0454545455,Q23-16:Q16-12
2017139340098,3.86363636364,4.43181818182,55.6818181818,Q2-0:Q10-4
2017139340330,3.63636363636,4.77272727273,52.2727272727,Q41-4:Q24-3
2017139340403,3.63636363636,4.48863636364,55.1136363636,Q2-3:Q17-5
2017139340055,5.45454545455,6.13636363636,38.6363636364,Q24-15:Q27-33
2017139340080,4.31818181818,5.34090909091,46.5909090909,Q19-15:Q12-5
2017139340195,5.90909090909,6.53409090909,34.6590909091,Q9-10:Q10-7
2017139340284,4.09090909091,5.05681818182,49.4318181818,Q34-1:Q15-2
2017139340152,5.0,5.68181818182,43.1818181818,Q6-13:Q42-9
2017139340020,5.45454545455,6.13636363636,38.6363636364,Q1-3:Q26-4
2017139340047,2.5,3.35227272727,66.4772727273,Q44-1:Q18-2
