2017139440050,4.0,4.9375,50.625,Q3-1:Q4-1
2017139440033,6.25,6.625,33.75,Q7-2:Q34-4
2017139440270,5.25,5.6875,43.125,Q2-1:Q39-2
2017139440041,6.75,7.125,28.75,Q2-0:Q33-4
2017139440220,4.25,5.0625,49.375,Q22-3:Q14-1
2017139440084,4.25,5.0,50.0,Q32-8:Q29-10
2017139440149,3.25,4.125,58.75,Q6-3:Q14-3
2017139440262,4.75,5.5,45.0,Q1-4:Q27-10
2017139440092,5.75,6.25,37.5,Q44-4:Q42-2
2017139440017,4.5,5.1875,48.125,Q27-1:Q42-3
2017139440394,4.5,5.25,47.5,Q2-0:Q41-3
2017139440386,4.25,5.375,46.25,Q6-1:Q22-3
2017139440246,5.0,5.6875,43.125,Q15-13:Q29-9
2017139440068,3.5,4.5625,54.375,Q17-1:Q33-2
2017139440203,3.0,4.0625,59.375,Q6-1:Q7-3
2017139440181,5.5,6.1875,38.125,Q20-4:Q35-2
2017139440025,4.5,5.0625,49.375,Q3-0:Q26-1
